Column1	Country	Region	Year	Population	Life.Expectancy	Health.Expenditure
2851	Vanuatu	East Asia & Pacific	2010	239651	71	149
2853	Vietnam	East Asia & Pacific	2010	86932500	75	83
2762	"Korea, Rep."	East Asia & Pacific	2010	49410000	81	1452
2734	France	Europe & Central Asia	2010	65075569	81	4618
2738	Germany	Europe & Central Asia	2010	81776930	80	4654
2756	Italy	Europe & Central Asia	2010	60483385	82	3247
2809	Russian Federation	Europe & Central Asia	2010	142389000	69	670
2824	Spain	Europe & Central Asia	2010	46070971	82	2896
2832	Switzerland	Europe & Central Asia	2010	7824909	82	7699
2842	Turkey	Europe & Central Asia	2010	72752325	74	668
2679	Albania	Europe & Central Asia	2010	3204284	77	220
2683	Armenia	Europe & Central Asia	2010	3092072	74	134
2685	Austria	Europe & Central Asia	2010	8389771	80	4964
2686	Azerbaijan	Europe & Central Asia	2010	9054332	71	307
2691	Belarus	Europe & Central Asia	2010	9490000	70	320
2692	Belgium	Europe & Central Asia	2010	10895586	80	4548
2697	Bosnia and Herzegovina	Europe & Central Asia	2010	3760149	75	453
2701	Bulgaria	Europe & Central Asia	2010	7534289	74	480
2718	Croatia	Europe & Central Asia	2010	4418000	76	1051
2720	Cyprus	Europe & Central Asia	2010	1103647	79	2012
2721	Czech Republic	Europe & Central Asia	2010	10519792	77	1403
2722	Denmark	Europe & Central Asia	2010	5547683	79	6253
2730	Estonia	Europe & Central Asia	2010	1340161	75	898
2733	Finland	Europe & Central Asia	2010	5363352	80	3955
2737	Georgia	Europe & Central Asia	2010	4452800	73	272
2740	Greece	Europe & Central Asia	2010	11315508	80	2873
2748	Hungary	Europe & Central Asia	2010	10000023	74	1002
2749	Iceland	Europe & Central Asia	2010	318041	82	3668
2754	Ireland	Europe & Central Asia	2010	4474356	81	4242
2760	Kazakhstan	Europe & Central Asia	2010	16323287	68	395
2764	Kyrgyz Republic	Europe & Central Asia	2010	5447900	69	60
2766	Latvia	Europe & Central Asia	2010	2239008	73	762
2771	Lithuania	Europe & Central Asia	2010	3286820	73	782
2772	Luxembourg	Europe & Central Asia	2010	506953	81	8193
2773	"Macedonia, FYR"	Europe & Central Asia	2010	2060563	75	300
2784	Moldova	Europe & Central Asia	2010	3562062	69	190
2786	Montenegro	Europe & Central Asia	2010	631490	74	584
2792	Netherlands	Europe & Central Asia	2010	16615394	81	5683
2797	Norway	Europe & Central Asia	2010	4889252	81	8039
2805	Poland	Europe & Central Asia	2010	38183683	76	851
2806	Portugal	Europe & Central Asia	2010	10637346	79	2306
2808	Romania	Europe & Central Asia	2010	21438001	73	457
2812	San Marino	Europe & Central Asia	2010	31534	83	3387
2816	Serbia	Europe & Central Asia	2010	7291436	74	546
2820	Slovak Republic	Europe & Central Asia	2010	5430099	75	1445
2821	Slovenia	Europe & Central Asia	2010	2048583	79	2064
2831	Sweden	Europe & Central Asia	2010	9378126	81	4708
2834	Tajikistan	Europe & Central Asia	2010	6878637	67	49
2843	Turkmenistan	Europe & Central Asia	2010	5041995	65	105
2845	Ukraine	Europe & Central Asia	2010	45870700	70	234
2850	Uzbekistan	Europe & Central Asia	2010	28562400	68	80
2847	United Kingdom	Europe & Central Asia	2010	62262786	80	3495
2682	Argentina	Latin America & Caribbean	2010	40412376	76	759
2687	"Bahamas, The"	Latin America & Caribbean	2010	342877	75	1704
2690	Barbados	Latin America & Caribbean	2010	273331	77	1003
2693	Belize	Latin America & Caribbean	2010	344700	76	262
2696	Bolivia	Latin America & Caribbean	2010	9929849	66	108
2699	Brazil	Latin America & Caribbean	2010	194946470	73	990
2710	Chile	Latin America & Caribbean	2010	17113688	79	933
2712	Colombia	Latin America & Caribbean	2010	46294841	73	407
2716	Costa Rica	Latin America & Caribbean	2010	4658887	79	802
2719	Cuba	Latin America & Caribbean	2010	11257979	79	583
2724	Dominican Republic	Latin America & Caribbean	2010	9927320	73	281
2725	Ecuador	Latin America & Caribbean	2010	14464739	75	318
2727	El Salvador	Latin America & Caribbean	2010	6192993	72	238
2741	Grenada	Latin America & Caribbean	2010	104487	76	438
2742	Guatemala	Latin America & Caribbean	2010	14388929	71	197
2745	Guyana	Latin America & Caribbean	2010	754493	70	169
2746	Haiti	Latin America & Caribbean	2010	9993247	62	46
2747	Honduras	Latin America & Caribbean	2010	7600524	73	176
2757	Jamaica	Latin America & Caribbean	2010	2701200	73	259
2782	Mexico	Latin America & Caribbean	2010	113423047	77	603
2794	Nicaragua	Latin America & Caribbean	2010	5788163	74	113
2800	Panama	Latin America & Caribbean	2010	3516820	76	663
2802	Paraguay	Latin America & Caribbean	2010	6454548	72	272
2803	Peru	Latin America & Caribbean	2010	29076512	74	258
2826	St. Lucia	Latin America & Caribbean	2010	174000	74	528
2827	St. Vincent and the Grenadines	Latin America & Caribbean	2010	109333	72	293
2829	Suriname	Latin America & Caribbean	2010	524636	70	472
2840	Trinidad and Tobago	Latin America & Caribbean	2010	1341465	70	977
2849	Uruguay	Latin America & Caribbean	2010	3356584	76	948
2852	"Venezuela, RB"	Latin America & Caribbean	2010	28834000	74	720
2680	Algeria	Middle East & North Africa	2010	35468208	73	198
2688	Bahrain	Middle East & North Africa	2010	1261835	75	748
2723	Djibouti	Middle East & North Africa	2010	888716	58	99
2726	"Egypt, Arab Rep."	Middle East & North Africa	2010	81121077	73	125
2752	"Iran, Islamic Rep."	Middle East & North Africa	2010	73973630	73	302
2753	Iraq	Middle East & North Africa	2010	32030823	68	247
2755	Israel	Middle East & North Africa	2010	7623600	82	2198
2759	Jordan	Middle East & North Africa	2010	6047000	73	370
2763	Kuwait	Middle East & North Africa	2010	2736732	75	1225
2767	Lebanon	Middle East & North Africa	2010	4227597	72	574
2770	Libya	Middle East & North Africa	2010	6355112	75	389
2779	Malta	Middle East & North Africa	2010	415995	81	1706
2787	Morocco	Middle East & North Africa	2010	31951412	72	166
2798	Oman	Middle East & North Africa	2010	2782435	73	568
2807	Qatar	Middle East & North Africa	2010	1758793	78	1489
2814	Saudi Arabia	Middle East & North Africa	2010	27448086	74	659
2833	Syrian Arab Republic	Middle East & North Africa	2010	20446609	76	97
2841	Tunisia	Middle East & North Africa	2010	10549100	75	241
2846	United Arab Emirates	Middle East & North Africa	2010	7511690	77	1467
2854	"Yemen, Rep."	Middle East & North Africa	2010	24052514	65	80
2706	Canada	North America	2010	34126547	81	5257
2848	United States	North America	2010	309349689	79	8233
2678	Afghanistan	South Asia	2010	34385068	48	44
2689	Bangladesh	South Asia	2010	148692131	69	25
2695	Bhutan	South Asia	2010	725940	67	89
2750	India	South Asia	2010	1224614327	65	51
2777	Maldives	South Asia	2010	315885	77	409
2791	Nepal	South Asia	2010	29959364	68	28
2799	Pakistan	South Asia	2010	173593383	65	28
2825	Sri Lanka	South Asia	2010	20653000	75	82
2681	Angola	Sub-Saharan Africa	2010	19081912	51	146
2694	Benin	Sub-Saharan Africa	2010	8849892	56	33
2698	Botswana	Sub-Saharan Africa	2010	2006945	53	382
2702	Burkina Faso	Sub-Saharan Africa	2010	16468714	55	39
2703	Burundi	Sub-Saharan Africa	2010	8382849	50	23
2705	Cameroon	Sub-Saharan Africa	2010	19598889	51	61
2707	Cape Verde	Sub-Saharan Africa	2010	495999	74	145
2708	Central African Republic	Sub-Saharan Africa	2010	4401051	48	17
2709	Chad	Sub-Saharan Africa	2010	11227208	49	31
2713	Comoros	Sub-Saharan Africa	2010	734750	61	39
2714	"Congo, Dem. Rep."	Sub-Saharan Africa	2010	65965795	48	15
2715	"Congo, Rep."	Sub-Saharan Africa	2010	4042899	57	68
2717	Cote d'Ivoire	Sub-Saharan Africa	2010	19737800	55	71
2728	Equatorial Guinea	Sub-Saharan Africa	2010	700401	51	847
2729	Eritrea	Sub-Saharan Africa	2010	5253676	61	13
2731	Ethiopia	Sub-Saharan Africa	2010	82949541	59	15
2735	Gabon	Sub-Saharan Africa	2010	1505463	62	309
2736	"Gambia, The"	Sub-Saharan Africa	2010	1728394	58	27
2739	Ghana	Sub-Saharan Africa	2010	24391823	64	69
2743	Guinea	Sub-Saharan Africa	2010	9981590	54	29
2744	Guinea-Bissau	Sub-Saharan Africa	2010	1515224	48	38
2761	Kenya	Sub-Saharan Africa	2010	40512682	56	35
2768	Lesotho	Sub-Saharan Africa	2010	2171318	47	116
2769	Liberia	Sub-Saharan Africa	2010	3994122	56	41
2774	Madagascar	Sub-Saharan Africa	2010	20713819	66	15
2775	Malawi	Sub-Saharan Africa	2010	14900841	53	28
2778	Mali	Sub-Saharan Africa	2010	15369809	51	39
2780	Mauritania	Sub-Saharan Africa	2010	3459773	58	59
2781	Mauritius	Sub-Saharan Africa	2010	1280924	73	465
2788	Mozambique	Sub-Saharan Africa	2010	23390765	50	25
2790	Namibia	Sub-Saharan Africa	2010	2283289	62	269
2795	Niger	Sub-Saharan Africa	2010	15511953	54	17
2796	Nigeria	Sub-Saharan Africa	2010	158423182	51	67
2810	Rwanda	Sub-Saharan Africa	2010	10624005	55	55
2813	Sao Tome and Principe	Sub-Saharan Africa	2010	165397	64	94
2815	Senegal	Sub-Saharan Africa	2010	12433728	59	60
2817	Seychelles	Sub-Saharan Africa	2010	86525	73	368
2818	Sierra Leone	Sub-Saharan Africa	2010	5867536	47	68
2823	South Africa	Sub-Saharan Africa	2010	49991300	52	631
2828	Sudan	Sub-Saharan Africa	2010	33603637	61	111
2830	Swaziland	Sub-Saharan Africa	2010	1055506	48	243
2835	Tanzania	Sub-Saharan Africa	2010	44841226	57	37
2838	Togo	Sub-Saharan Africa	2010	6027798	57	39
2844	Uganda	Sub-Saharan Africa	2010	33424683	54	44
2855	Zambia	Sub-Saharan Africa	2010	12926409	48	74
