Column1	Country	Region	Year	Population	Life.Expectancy	Health.Expenditure
1811	Cambodia	East Asia & Pacific	2005	13357574	60	33
1839	Fiji	East Asia & Pacific	2005	822553	69	132
1858	Indonesia	East Asia & Pacific	2005	227303175	67	36
1869	Kiribati	East Asia & Pacific	2005	91988	61	116
1873	Lao PDR	East Asia & Pacific	2005	5753341	64	20
1884	Malaysia	East Asia & Pacific	2005	26100241	73	188
1891	"Micronesia, Fed. Sts."	East Asia & Pacific	2005	109419	68	277
1893	Mongolia	East Asia & Pacific	2005	2547339	66	52
1897	Myanmar	East Asia & Pacific	2005	46321162	63	5
1901	New Zealand	East Asia & Pacific	2005	4133900	80	2288
1908	Palau	East Asia & Pacific	2005	19906	69	798
1910	Papua New Guinea	East Asia & Pacific	2005	6095437	61	32
1913	Philippines	East Asia & Pacific	2005	85546427	67	42
1920	Samoa	East Asia & Pacific	2005	180237	71	114
1928	Singapore	East Asia & Pacific	2005	4265800	80	1175
1931	Solomon Islands	East Asia & Pacific	2005	469805	65	69
1945	Thailand	East Asia & Pacific	2005	66698483	73	94
1946	Timor-Leste	East Asia & Pacific	2005	983125	60	46
1948	Tonga	East Asia & Pacific	2005	100926	71	167
1960	Vanuatu	East Asia & Pacific	2005	211170	69	61
1962	Vietnam	East Asia & Pacific	2005	82393500	74	37
1865	Japan	East Asia & Pacific	2005	127773000	82	2928
1870	"Korea, Rep."	East Asia & Pacific	2005	48138000	78	994
1841	France	Europe & Central Asia	2005	63175934	80	3785
1845	Germany	Europe & Central Asia	2005	82469422	79	3625
1863	Italy	Europe & Central Asia	2005	58607043	81	2712
1918	Russian Federation	Europe & Central Asia	2005	143150000	65	277
1933	Spain	Europe & Central Asia	2005	43398143	80	2163
1786	Albania	Europe & Central Asia	2005	3141800	76	162
1790	Armenia	Europe & Central Asia	2005	3065954	73	78
1792	Austria	Europe & Central Asia	2005	8227829	79	3863
1793	Azerbaijan	Europe & Central Asia	2005	8391850	69	121
1798	Belarus	Europe & Central Asia	2005	9663000	69	212
1799	Belgium	Europe & Central Asia	2005	10478617	79	3634
1804	Bosnia and Herzegovina	Europe & Central Asia	2005	3781001	75	252
1808	Bulgaria	Europe & Central Asia	2005	7739900	73	274
1825	Croatia	Europe & Central Asia	2005	4442000	75	705
1827	Cyprus	Europe & Central Asia	2005	1032562	79	1434
1828	Czech Republic	Europe & Central Asia	2005	10235828	76	881
1829	Denmark	Europe & Central Asia	2005	5419432	78	4646
1837	Estonia	Europe & Central Asia	2005	1346097	73	518
1840	Finland	Europe & Central Asia	2005	5246096	79	3146
1844	Georgia	Europe & Central Asia	2005	4361200	73	123
1847	Greece	Europe & Central Asia	2005	11103965	79	2089
1855	Hungary	Europe & Central Asia	2005	10087065	73	924
1856	Iceland	Europe & Central Asia	2005	296734	82	5231
1861	Ireland	Europe & Central Asia	2005	4159914	78	3693
1867	Kazakhstan	Europe & Central Asia	2005	15147029	66	153
1872	Kyrgyz Republic	Europe & Central Asia	2005	5162600	68	28
1874	Latvia	Europe & Central Asia	2005	2300512	71	443
1879	Lithuania	Europe & Central Asia	2005	3414304	71	446
1880	Luxembourg	Europe & Central Asia	2005	465158	79	6435
1881	"Macedonia, FYR"	Europe & Central Asia	2005	2038109	74	238
1892	Moldova	Europe & Central Asia	2005	3595182	68	76
1894	Montenegro	Europe & Central Asia	2005	626739	74	313
1900	Netherlands	Europe & Central Asia	2005	16319868	79	3846
1905	Norway	Europe & Central Asia	2005	4623291	80	5944
1914	Poland	Europe & Central Asia	2005	38165445	75	495
1915	Portugal	Europe & Central Asia	2005	10549424	78	1883
1917	Romania	Europe & Central Asia	2005	21634371	72	252
1921	San Marino	Europe & Central Asia	2005	30301	82	3399
1925	Serbia	Europe & Central Asia	2005	7440769	73	307
1929	Slovak Republic	Europe & Central Asia	2005	5387001	74	626
1930	Slovenia	Europe & Central Asia	2005	2000474	78	1491
1940	Sweden	Europe & Central Asia	2005	9029572	81	3719
1943	Tajikistan	Europe & Central Asia	2005	6453240	66	17
1952	Turkmenistan	Europe & Central Asia	2005	4747839	64	107
1954	Ukraine	Europe & Central Asia	2005	47105150	68	118
1959	Uzbekistan	Europe & Central Asia	2005	26167000	67	27
1941	Switzerland	Europe & Central Asia	2005	7437115	81	5572
1951	Turkey	Europe & Central Asia	2005	68143186	72	384
1956	United Kingdom	Europe & Central Asia	2005	60224307	79	3122
1789	Argentina	Latin America & Caribbean	2005	38681174	75	394
1794	"Bahamas, The"	Latin America & Caribbean	2005	319358	74	1437
1797	Barbados	Latin America & Caribbean	2005	270503	76	773
1800	Belize	Latin America & Caribbean	2005	291800	75	178
1803	Bolivia	Latin America & Caribbean	2005	9146655	65	58
1806	Brazil	Latin America & Caribbean	2005	185986964	72	387
1817	Chile	Latin America & Caribbean	2005	16301726	78	493
1819	Colombia	Latin America & Caribbean	2005	43040558	72	205
1823	Costa Rica	Latin America & Caribbean	2005	4309413	79	364
1826	Cuba	Latin America & Caribbean	2005	11254242	78	306
1831	Dominican Republic	Latin America & Caribbean	2005	9264267	72	190
1832	Ecuador	Latin America & Caribbean	2005	13426402	75	195
1834	El Salvador	Latin America & Caribbean	2005	6050513	71	201
1848	Grenada	Latin America & Caribbean	2005	102734	75	412
1849	Guatemala	Latin America & Caribbean	2005	12717154	70	138
1852	Guyana	Latin America & Caribbean	2005	746235	67	60
1853	Haiti	Latin America & Caribbean	2005	9347262	60	20
1854	Honduras	Latin America & Caribbean	2005	6879243	71	109
1864	Jamaica	Latin America & Caribbean	2005	2650400	71	171
1890	Mexico	Latin America & Caribbean	2005	106483757	75	478
1902	Nicaragua	Latin America & Caribbean	2005	5424336	72	71
1909	Panama	Latin America & Caribbean	2005	3238321	75	357
1911	Paraguay	Latin America & Caribbean	2005	5897816	71	82
1912	Peru	Latin America & Caribbean	2005	27558769	72	128
1935	St. Lucia	Latin America & Caribbean	2005	164330	73	342
1936	St. Vincent and the Grenadines	Latin America & Caribbean	2005	108755	71	185
1938	Suriname	Latin America & Caribbean	2005	499294	69	243
1949	Trinidad and Tobago	Latin America & Caribbean	2005	1315386	69	688
1958	Uruguay	Latin America & Caribbean	2005	3305723	76	431
1961	"Venezuela, RB"	Latin America & Caribbean	2005	26577000	73	296
1787	Algeria	Middle East & North Africa	2005	32888449	72	96
1795	Bahrain	Middle East & North Africa	2005	724807	74	697
1830	Djibouti	Middle East & North Africa	2005	808367	56	63
1833	"Egypt, Arab Rep."	Middle East & North Africa	2005	74203215	72	65
1859	"Iran, Islamic Rep."	Middle East & North Africa	2005	69732007	71	179
1860	Iraq	Middle East & North Africa	2005	27598437	68	62
1862	Israel	Middle East & North Africa	2005	6930100	80	1502
1866	Jordan	Middle East & North Africa	2005	5411500	73	206
1871	Kuwait	Middle East & North Africa	2005	2264014	74	849
1875	Lebanon	Middle East & North Africa	2005	4052420	71	434
1878	Libya	Middle East & North Africa	2005	5769709	74	211
1887	Malta	Middle East & North Africa	2005	403837	80	1385
1895	Morocco	Middle East & North Africa	2005	30392473	70	99
1906	Oman	Middle East & North Africa	2005	2429510	74	331
1916	Qatar	Middle East & North Africa	2005	820986	77	1633
1923	Saudi Arabia	Middle East & North Africa	2005	24041116	73	465
1942	Syrian Arab Republic	Middle East & North Africa	2005	18484122	75	63
1950	Tunisia	Middle East & North Africa	2005	10029000	74	181
1955	United Arab Emirates	Middle East & North Africa	2005	4069349	76	1030
1963	"Yemen, Rep."	Middle East & North Africa	2005	20648643	63	42
1813	Canada	North America	2005	32312000	80	3453
1957	United States	North America	2005	295516599	77	6728
1785	Afghanistan	South Asia	2005	29904962	47	21
1796	Bangladesh	South Asia	2005	140587922	67	13
1802	Bhutan	South Asia	2005	659293	65	54
1857	India	South Asia	2005	1140042863	63	31
1885	Maldives	South Asia	2005	295240	74	237
1899	Nepal	South Asia	2005	27281945	66	19
1907	Pakistan	South Asia	2005	158645463	64	19
1934	Sri Lanka	South Asia	2005	19644000	74	51
1788	Angola	Sub-Saharan Africa	2005	16489021	49	66
1801	Benin	Sub-Saharan Africa	2005	7633757	54	27
1805	Botswana	Sub-Saharan Africa	2005	1875673	50	393
1809	Burkina Faso	Sub-Saharan Africa	2005	14198463	52	26
1810	Burundi	Sub-Saharan Africa	2005	7251424	48	15
1812	Cameroon	Sub-Saharan Africa	2005	17553589	49	45
1814	Cape Verde	Sub-Saharan Africa	2005	472883	72	104
1815	Central African Republic	Sub-Saharan Africa	2005	4017880	44	15
1816	Chad	Sub-Saharan Africa	2005	9785902	48	26
1820	Comoros	Sub-Saharan Africa	2005	642974	59	27
1821	"Congo, Dem. Rep."	Sub-Saharan Africa	2005	57420522	47	7
1822	"Congo, Rep."	Sub-Saharan Africa	2005	3533177	55	42
1824	Cote d'Ivoire	Sub-Saharan Africa	2005	18020946	52	39
1835	Equatorial Guinea	Sub-Saharan Africa	2005	607739	49	230
1836	Eritrea	Sub-Saharan Africa	2005	4486155	59	7
1838	Ethiopia	Sub-Saharan Africa	2005	74263861	55	7
1842	Gabon	Sub-Saharan Africa	2005	1370729	60	164
1843	"Gambia, The"	Sub-Saharan Africa	2005	1503678	57	19
1846	Ghana	Sub-Saharan Africa	2005	21639806	61	35
1850	Guinea	Sub-Saharan Africa	2005	9041448	51	17
1851	Guinea-Bissau	Sub-Saharan Africa	2005	1367695	46	23
1868	Kenya	Sub-Saharan Africa	2005	35614576	53	23
1876	Lesotho	Sub-Saharan Africa	2005	2065752	44	46
1877	Liberia	Sub-Saharan Africa	2005	3182539	52	14
1882	Madagascar	Sub-Saharan Africa	2005	17885967	64	10
1883	Malawi	Sub-Saharan Africa	2005	12822587	49	18
1886	Mali	Sub-Saharan Africa	2005	13176642	49	26
1888	Mauritania	Sub-Saharan Africa	2005	3047249	57	30
1889	Mauritius	Sub-Saharan Africa	2005	1243253	72	232
1896	Mozambique	Sub-Saharan Africa	2005	20770013	48	22
1898	Namibia	Sub-Saharan Africa	2005	2079951	59	256
1903	Niger	Sub-Saharan Africa	2005	12993884	52	15
1904	Nigeria	Sub-Saharan Africa	2005	139823340	49	53
1919	Rwanda	Sub-Saharan Africa	2005	9201727	52	18
1922	Sao Tome and Principe	Sub-Saharan Africa	2005	152622	63	82
1924	Senegal	Sub-Saharan Africa	2005	10871908	57	43
1926	Seychelles	Sub-Saharan Africa	2005	82900	72	441
1927	Sierra Leone	Sub-Saharan Africa	2005	5153435	44	39
1932	South Africa	Sub-Saharan Africa	2005	47198469	51	455
1937	Sudan	Sub-Saharan Africa	2005	30777563	60	28
1939	Swaziland	Sub-Saharan Africa	2005	1017425	46	159
1944	Tanzania	Sub-Saharan Africa	2005	38831024	53	15
1947	Togo	Sub-Saharan Africa	2005	5408044	55	26
1953	Uganda	Sub-Saharan Africa	2005	28431204	50	29
1964	Zambia	Sub-Saharan Africa	2005	11462365	44	44
1971	Australia	East Asia & Pacific	2006	20697900	81	3330
1998	China	East Asia & Pacific	2006	1311020000	72	93
1987	Brunei Darussalam	East Asia & Pacific	2006	370317	77	711
1991	Cambodia	East Asia & Pacific	2006	13515884	61	30
2045	Japan	East Asia & Pacific	2006	127756000	82	2796
2019	Fiji	East Asia & Pacific	2006	828046	69	144
2038	Indonesia	East Asia & Pacific	2006	229918547	67	47
2052	Lao PDR	East Asia & Pacific	2006	5841572	65	25
2063	Malaysia	East Asia & Pacific	2006	26586287	73	230
2070	"Micronesia, Fed. Sts."	East Asia & Pacific	2006	109789	68	275
2072	Mongolia	East Asia & Pacific	2006	2584143	67	63
2076	Myanmar	East Asia & Pacific	2006	46605278	63	6
2080	New Zealand	East Asia & Pacific	2006	4184600	80	2295
2088	Papua New Guinea	East Asia & Pacific	2006	6244916	61	31
2091	Philippines	East Asia & Pacific	2006	87116275	68	48
2098	Samoa	East Asia & Pacific	2006	180766	71	129
2106	Singapore	East Asia & Pacific	2006	4401400	80	1275
2109	Solomon Islands	East Asia & Pacific	2006	483000	66	63
2123	Thailand	East Asia & Pacific	2006	67276383	73	108
2124	Timor-Leste	East Asia & Pacific	2006	1014439	60	50
2126	Tonga	East Asia & Pacific	2006	101584	72	159
2138	Vanuatu	East Asia & Pacific	2006	216760	70	72
2140	Vietnam	East Asia & Pacific	2006	83313000	74	47
2049	"Korea, Rep."	East Asia & Pacific	2006	48372000	79	1190
2021	France	Europe & Central Asia	2006	63617567	81	3947
2025	Germany	Europe & Central Asia	2006	82376451	79	3747
2043	Italy	Europe & Central Asia	2006	58941499	81	2851
2096	Russian Federation	Europe & Central Asia	2006	142500000	67	366
2111	Spain	Europe & Central Asia	2006	44116441	81	2358
1966	Albania	Europe & Central Asia	2006	3156607	76	171
1970	Armenia	Europe & Central Asia	2006	3069844	73	87
1972	Austria	Europe & Central Asia	2006	8268641	80	4016
1973	Azerbaijan	Europe & Central Asia	2006	8484550	69	149
1978	Belarus	Europe & Central Asia	2006	9604000	69	240
1979	Belgium	Europe & Central Asia	2006	10547958	79	3632
1984	Bosnia and Herzegovina	Europe & Central Asia	2006	3781588	75	282
1988	Bulgaria	Europe & Central Asia	2006	7699020	73	297
2005	Croatia	Europe & Central Asia	2006	4440000	76	790
2007	Cyprus	Europe & Central Asia	2006	1048272	79	1494
2008	Czech Republic	Europe & Central Asia	2006	10269134	77	967
2009	Denmark	Europe & Central Asia	2006	5437272	78	5008
2017	Estonia	Europe & Central Asia	2006	1343547	73	627
2020	Finland	Europe & Central Asia	2006	5266268	79	3295
2024	Georgia	Europe & Central Asia	2006	4398000	73	146
2027	Greece	Europe & Central Asia	2006	11148460	79	2289
2035	Hungary	Europe & Central Asia	2006	10071370	73	923
2036	Iceland	Europe & Central Asia	2006	303782	81	5067
2041	Ireland	Europe & Central Asia	2006	4260341	79	3926
2047	Kazakhstan	Europe & Central Asia	2006	15308085	66	209
2051	Kyrgyz Republic	Europe & Central Asia	2006	5218400	68	38
2053	Latvia	Europe & Central Asia	2006	2287948	71	590
2058	Lithuania	Europe & Central Asia	2006	3394082	71	552
2059	Luxembourg	Europe & Central Asia	2006	472637	79	6982
2060	"Macedonia, FYR"	Europe & Central Asia	2006	2043091	74	252
2071	Moldova	Europe & Central Asia	2006	3585520	68	101
2073	Montenegro	Europe & Central Asia	2006	627074	74	355
2079	Netherlands	Europe & Central Asia	2006	16346101	80	4032
2084	Norway	Europe & Central Asia	2006	4660677	80	6248
2092	Poland	Europe & Central Asia	2006	38141267	75	555
2093	Portugal	Europe & Central Asia	2006	10584344	78	1913
2095	Romania	Europe & Central Asia	2006	21587666	72	290
2099	San Marino	Europe & Central Asia	2006	30721	82	3444
2103	Serbia	Europe & Central Asia	2006	7411569	73	371
2107	Slovak Republic	Europe & Central Asia	2006	5391409	74	760
2108	Slovenia	Europe & Central Asia	2006	2006868	78	1605
2118	Sweden	Europe & Central Asia	2006	9080505	81	3932
2121	Tajikistan	Europe & Central Asia	2006	6524634	66	21
2130	Turkmenistan	Europe & Central Asia	2006	4801847	65	98
2132	Ukraine	Europe & Central Asia	2006	46787750	68	148
2137	Uzbekistan	Europe & Central Asia	2006	26488200	67	36
2119	Switzerland	Europe & Central Asia	2006	7483934	81	5569
2129	Turkey	Europe & Central Asia	2006	69063538	72	445
2134	United Kingdom	Europe & Central Asia	2006	60595632	79	3415
1969	Argentina	Latin America & Caribbean	2006	39023850	75	453
1974	"Bahamas, The"	Latin America & Caribbean	2006	324066	74	1704
1977	Barbados	Latin America & Caribbean	2006	271062	76	838
1980	Belize	Latin America & Caribbean	2006	301386	75	188
1983	Bolivia	Latin America & Caribbean	2006	9306660	65	59
1986	Brazil	Latin America & Caribbean	2006	187958211	72	492
1997	Chile	Latin America & Caribbean	2006	16468677	78	585
1999	Colombia	Latin America & Caribbean	2006	43696540	73	241
2003	Costa Rica	Latin America & Caribbean	2006	4381820	79	410
2006	Cuba	Latin America & Caribbean	2006	11265124	78	360
2011	Dominican Republic	Latin America & Caribbean	2006	9398285	72	199
2012	Ecuador	Latin America & Caribbean	2006	13639708	75	222
2014	El Salvador	Latin America & Caribbean	2006	6074487	71	203
2028	Grenada	Latin America & Caribbean	2006	103037	75	436
2029	Guatemala	Latin America & Caribbean	2006	13034904	70	170
2032	Guyana	Latin America & Caribbean	2006	748321	68	82
2033	Haiti	Latin America & Caribbean	2006	9479136	60	29
2034	Honduras	Latin America & Caribbean	2006	7017769	72	119
2044	Jamaica	Latin America & Caribbean	2006	2663100	72	187
2069	Mexico	Latin America & Caribbean	2006	107835259	76	515
2081	Nicaragua	Latin America & Caribbean	2006	5493527	72	78
2087	Panama	Latin America & Caribbean	2006	3294583	75	364
2089	Paraguay	Latin America & Caribbean	2006	6008597	71	101
2090	Peru	Latin America & Caribbean	2006	27866387	73	150
2113	St. Lucia	Latin America & Caribbean	2006	166387	73	390
2114	St. Vincent and the Grenadines	Latin America & Caribbean	2006	108918	71	218
2116	Suriname	Latin America & Caribbean	2006	504913	69	323
2127	Trinidad and Tobago	Latin America & Caribbean	2006	1320418	69	690
2136	Uruguay	Latin America & Caribbean	2006	3314466	76	491
2139	"Venezuela, RB"	Latin America & Caribbean	2006	27031000	73	388
1967	Algeria	Middle East & North Africa	2006	33391954	72	110
1975	Bahrain	Middle East & North Africa	2006	811410	75	704
2010	Djibouti	Middle East & North Africa	2006	823682	56	66
2013	"Egypt, Arab Rep."	Middle East & North Africa	2006	75568453	72	75
2039	"Iran, Islamic Rep."	Middle East & North Africa	2006	70582086	72	205
2040	Iraq	Middle East & North Africa	2006	28432904	68	66
2042	Israel	Middle East & North Africa	2006	7053700	85	1560
2046	Jordan	Middle East & North Africa	2006	5537000	73	218
2050	Kuwait	Middle East & North Africa	2006	2351441	74	973
2054	Lebanon	Middle East & North Africa	2006	4097457	72	438
2057	Libya	Middle East & North Africa	2006	5893738	74	226
2066	Malta	Middle East & North Africa	2006	406408	79	1465
2074	Morocco	Middle East & North Africa	2006	30702084	71	112
2085	Oman	Middle East & North Africa	2006	2490620	73	346
2094	Qatar	Middle East & North Africa	2006	978336	77	1607
2101	Saudi Arabia	Middle East & North Africa	2006	24799436	73	537
2120	Syrian Arab Republic	Middle East & North Africa	2006	18860939	75	66
2128	Tunisia	Middle East & North Africa	2006	10127900	74	194
2133	United Arab Emirates	Middle East & North Africa	2006	4662728	76	1109
2141	"Yemen, Rep."	Middle East & North Africa	2006	21288070	63	52
1993	Canada	North America	2006	32576074	81	3912
2135	United States	North America	2006	298379912	78	7107
1965	Afghanistan	South Asia	2006	30751661	47	23
1976	Bangladesh	South Asia	2006	142353501	67	14
1982	Bhutan	South Asia	2006	674681	65	59
2037	India	South Asia	2006	1157038539	64	33
2064	Maldives	South Asia	2006	299419	75	290
2078	Nepal	South Asia	2006	27833665	66	19
2086	Pakistan	South Asia	2006	161513324	64	22
2112	Sri Lanka	South Asia	2006	19858000	74	58
1968	Angola	Sub-Saharan Africa	2006	17010366	49	112
1981	Benin	Sub-Saharan Africa	2006	7871707	54	28
1985	Botswana	Sub-Saharan Africa	2006	1900905	51	368
1989	Burkina Faso	Sub-Saharan Africa	2006	14622202	53	26
1990	Burundi	Sub-Saharan Africa	2006	7474363	48	20
1992	Cameroon	Sub-Saharan Africa	2006	17948395	50	47
1994	Cape Verde	Sub-Saharan Africa	2006	478267	73	126
1995	Central African Republic	Sub-Saharan Africa	2006	4087534	45	15
1996	Chad	Sub-Saharan Africa	2006	10084087	48	24
2000	Comoros	Sub-Saharan Africa	2006	660559	59	29
2001	"Congo, Dem. Rep."	Sub-Saharan Africa	2006	59088415	47	8
2002	"Congo, Rep."	Sub-Saharan Africa	2006	3628561	55	51
2004	Cote d'Ivoire	Sub-Saharan Africa	2006	18325979	52	44
2015	Equatorial Guinea	Sub-Saharan Africa	2006	625777	50	279
2016	Eritrea	Sub-Saharan Africa	2006	4645837	59	8
2018	Ethiopia	Sub-Saharan Africa	2006	75993403	56	8
2022	Gabon	Sub-Saharan Africa	2006	1397192	60	191
2023	"Gambia, The"	Sub-Saharan Africa	2006	1547259	57	19
2026	Ghana	Sub-Saharan Africa	2006	22170556	62	47
2030	Guinea	Sub-Saharan Africa	2006	9201941	52	18
2031	Guinea-Bissau	Sub-Saharan Africa	2006	1395492	46	24
2048	Kenya	Sub-Saharan Africa	2006	36540948	54	28
2055	Lesotho	Sub-Saharan Africa	2006	2085561	45	53
2056	Liberia	Sub-Saharan Africa	2006	3313718	53	19
2061	Madagascar	Sub-Saharan Africa	2006	18426870	65	12
2062	Malawi	Sub-Saharan Africa	2006	13195329	50	21
2065	Mali	Sub-Saharan Africa	2006	13592796	49	30
2067	Mauritania	Sub-Saharan Africa	2006	3129959	57	31
2068	Mauritius	Sub-Saharan Africa	2006	1252698	72	262
2075	Mozambique	Sub-Saharan Africa	2006	21290952	48	22
2077	Namibia	Sub-Saharan Africa	2006	2118653	59	271
2082	Niger	Sub-Saharan Africa	2006	13460138	52	16
2083	Nigeria	Sub-Saharan Africa	2006	143338939	50	61
2097	Rwanda	Sub-Saharan Africa	2006	9441406	53	33
2100	Sao Tome and Principe	Sub-Saharan Africa	2006	154970	63	70
2102	Senegal	Sub-Saharan Africa	2006	11169549	58	49
2104	Seychelles	Sub-Saharan Africa	2006	84600	72	458
2105	Sierra Leone	Sub-Saharan Africa	2006	5327364	45	38
2110	South Africa	Sub-Saharan Africa	2006	47730946	51	461
2115	Sudan	Sub-Saharan Africa	2006	31400127	60	45
2117	Swaziland	Sub-Saharan Africa	2006	1018758	46	179
2122	Tanzania	Sub-Saharan Africa	2006	39923609	54	23
2125	Togo	Sub-Saharan Africa	2006	5529908	55	26
2131	Uganda	Sub-Saharan Africa	2006	29370251	51	32
2142	Zambia	Sub-Saharan Africa	2006	11750105	45	58
2149	Australia	East Asia & Pacific	2007	21015900	81	3956
2176	China	East Asia & Pacific	2007	1317885000	73	114
2223	Japan	East Asia & Pacific	2007	127770750	83	2806
2165	Brunei Darussalam	East Asia & Pacific	2007	377513	78	783
2169	Cambodia	East Asia & Pacific	2007	13669857	61	28
2197	Fiji	East Asia & Pacific	2007	835267	69	152
2216	Indonesia	East Asia & Pacific	2007	232461746	68	58
2230	Lao PDR	East Asia & Pacific	2007	5931385	66	29
2241	Malaysia	East Asia & Pacific	2007	27051142	73	262
2248	"Micronesia, Fed. Sts."	East Asia & Pacific	2007	110092	68	279
2250	Mongolia	East Asia & Pacific	2007	2624509	67	85
2254	Myanmar	East Asia & Pacific	2007	46915826	63	7
2258	New Zealand	East Asia & Pacific	2007	4228300	80	2694
2266	Papua New Guinea	East Asia & Pacific	2007	6396307	61	41
2269	Philippines	East Asia & Pacific	2007	88652631	68	66
2276	Samoa	East Asia & Pacific	2007	181277	72	165
2284	Singapore	East Asia & Pacific	2007	4588600	80	1449
2287	Solomon Islands	East Asia & Pacific	2007	496490	66	68
2301	Thailand	East Asia & Pacific	2007	67796451	73	130
2302	Timor-Leste	East Asia & Pacific	2007	1046030	61	50
2304	Tonga	East Asia & Pacific	2007	102254	72	205
2316	Vanuatu	East Asia & Pacific	2007	222377	70	110
2318	Vietnam	East Asia & Pacific	2007	84221100	74	58
2227	"Korea, Rep."	East Asia & Pacific	2007	48598000	79	1361
2199	France	Europe & Central Asia	2007	64012051	81	4483
2203	Germany	Europe & Central Asia	2007	82266372	80	4230
2221	Italy	Europe & Central Asia	2007	59375289	81	3095
2274	Russian Federation	Europe & Central Asia	2007	142100000	67	488
2289	Spain	Europe & Central Asia	2007	44878945	81	2729
2144	Albania	Europe & Central Asia	2007	3169665	76	206
2148	Armenia	Europe & Central Asia	2007	3074181	73	116
2150	Austria	Europe & Central Asia	2007	8300788	80	4636
2151	Azerbaijan	Europe & Central Asia	2007	8581300	70	191
2156	Belarus	Europe & Central Asia	2007	9560000	70	300
2157	Belgium	Europe & Central Asia	2007	10625700	80	4155
2162	Bosnia and Herzegovina	Europe & Central Asia	2007	3779034	75	349
2166	Bulgaria	Europe & Central Asia	2007	7659764	73	375
2183	Croatia	Europe & Central Asia	2007	4436000	76	1008
2185	Cyprus	Europe & Central Asia	2007	1063027	79	1691
2186	Czech Republic	Europe & Central Asia	2007	10334160	77	1140
2187	Denmark	Europe & Central Asia	2007	5461438	78	5696
2195	Estonia	Europe & Central Asia	2007	1341672	73	845
2198	Finland	Europe & Central Asia	2007	5288720	79	3744
2202	Georgia	Europe & Central Asia	2007	4388400	73	188
2297	Switzerland	Europe & Central Asia	2007	7551117	82	6051
2205	Greece	Europe & Central Asia	2007	11192763	79	2677
2213	Hungary	Europe & Central Asia	2007	10055780	73	1039
2214	Iceland	Europe & Central Asia	2007	311566	81	6030
2219	Ireland	Europe & Central Asia	2007	4356931	79	4552
2225	Kazakhstan	Europe & Central Asia	2007	15484192	67	232
2229	Kyrgyz Republic	Europe & Central Asia	2007	5268400	68	51
2231	Latvia	Europe & Central Asia	2007	2276100	71	883
2236	Lithuania	Europe & Central Asia	2007	3375618	71	725
2237	Luxembourg	Europe & Central Asia	2007	479993	79	7625
2238	"Macedonia, FYR"	Europe & Central Asia	2007	2047922	74	274
2249	Moldova	Europe & Central Asia	2007	3576904	68	134
2251	Montenegro	Europe & Central Asia	2007	627962	74	458
2257	Netherlands	Europe & Central Asia	2007	16381696	80	5174
2262	Norway	Europe & Central Asia	2007	4709153	80	7313
2270	Poland	Europe & Central Asia	2007	38120560	75	706
2271	Portugal	Europe & Central Asia	2007	10608335	78	2183
2273	Romania	Europe & Central Asia	2007	21546873	73	415
2277	San Marino	Europe & Central Asia	2007	31007	83	3869
2281	Serbia	Europe & Central Asia	2007	7381579	73	547
2285	Slovak Republic	Europe & Central Asia	2007	5397318	74	1077
2286	Slovenia	Europe & Central Asia	2007	2018122	79	1836
2296	Sweden	Europe & Central Asia	2007	9148092	81	4508
2299	Tajikistan	Europe & Central Asia	2007	6604426	66	30
2308	Turkmenistan	Europe & Central Asia	2007	4858843	65	113
2310	Ukraine	Europe & Central Asia	2007	46509350	68	196
2315	Uzbekistan	Europe & Central Asia	2007	26868000	67	47
2307	Turkey	Europe & Central Asia	2007	69992754	73	556
2312	United Kingdom	Europe & Central Asia	2007	60986649	79	3910
2147	Argentina	Latin America & Caribbean	2007	39368066	75	547
2152	"Bahamas, The"	Latin America & Caribbean	2007	328861	74	1790
2155	Barbados	Latin America & Caribbean	2007	271618	76	874
2158	Belize	Latin America & Caribbean	2007	311500	75	212
2161	Bolivia	Latin America & Caribbean	2007	9463497	65	65
2164	Brazil	Latin America & Caribbean	2007	189798070	72	610
2175	Chile	Latin America & Caribbean	2007	16633254	79	678
2177	Colombia	Latin America & Caribbean	2007	44352327	73	320
2181	Costa Rica	Latin America & Caribbean	2007	4452608	79	524
2184	Cuba	Latin America & Caribbean	2007	11268687	78	587
2189	Dominican Republic	Latin America & Caribbean	2007	9531954	73	214
2190	Ecuador	Latin America & Caribbean	2007	13849721	75	249
2192	El Salvador	Latin America & Caribbean	2007	6100868	71	207
2206	Grenada	Latin America & Caribbean	2007	103368	75	448
2207	Guatemala	Latin America & Caribbean	2007	13358842	70	184
2210	Guyana	Latin America & Caribbean	2007	750068	68	93
2211	Haiti	Latin America & Caribbean	2007	9608453	61	34
2212	Honduras	Latin America & Caribbean	2007	7158819	72	136
2222	Jamaica	Latin America & Caribbean	2007	2675800	72	230
2247	Mexico	Latin America & Caribbean	2007	109220753	76	565
2259	Nicaragua	Latin America & Caribbean	2007	5563654	73	93
2265	Panama	Latin America & Caribbean	2007	3350673	75	398
2267	Paraguay	Latin America & Caribbean	2007	6119295	72	126
2268	Peru	Latin America & Caribbean	2007	28166078	73	194
2291	St. Lucia	Latin America & Caribbean	2007	168338	74	457
2292	St. Vincent and the Grenadines	Latin America & Caribbean	2007	109060	72	246
2294	Suriname	Latin America & Caribbean	2007	510136	69	333
2305	Trinidad and Tobago	Latin America & Caribbean	2007	1325672	69	787
